,고유번호,기업명,자산총계,부채총계,자본총계,당기순이익,연도
5366,00728638,한세실업,992172304149,566569188973,425603115176,103551681837,2015
5367,00759294,와이솔,276220799199,143948492560,132272306639,28501535807,2015
5368,00917861,슈피겐코리아,178162645055,13379114672,164783530383,40569759869,2015
5369,00936787,애경케미칼,332693320090,127135998826,205557321264,27951614330,2015
5370,01074862,메가스터디교육,228690459356,56868334823,171822124533,8005654052,2015
5371,01090471,씨아이에스,14812878787,1389874965,13423003822,18211262,2015
5372,00102858,고려아연,5907933006646,688564178322,5219368828324,513990324342,2015
5373,00103130,플레이그램,45800754160,6280030482,39520723678,2158057644,2015
5374,00104573,국일제지,100913988144,50693290181,50220697963,14592968991,2015
5375,00105299,금강공업,678340605085,408382735593,269957869492,7634879631,2015
5376,00106641,기아,45980113000000,21776082000000,24204031000000,2630600000000,2015
5377,00106881,인디에프,167142676263,91669709869,75472966394,-5882153121,2015
5378,00107598,남양유업,994148526992,145000304395,849148222597,26656982742,2015
5379,00108038,엔피씨,343957221830,135173091716,208784130114,24778336233,2015
5380,00109161,태경케미컬,117932057998,20217781661,97714276337,5365379592,2015
5381,00112970,대한방직,370516546768,206758410127,163758136641,-7072188523,2015
5382,00113508,노루홀딩스,986460689330,465095629724,521365059606,88213849186,2015
5383,00114154,덕양산업,419423210870,328163273809,91259937061,2692080695,2015
5384,00114792,동국제강,6895914185000,4650012701000,2245901484000,-224392900000,2015
5385,00117188,효성,14013177864151,10541064325536,3472113538615,525890997910,2015
5386,00120571,롯데칠성음료,4381975016809,2019378404013,2362596612796,100295430296,2015
5387,00121543,무학,556846376575,120907587838,435938788737,28812838544,2015
5388,00124799,사조산업,903081489979,525321097108,377760392871,24383598795,2015
5389,00125150,SGC에너지,841187064221,522758456698,318428607523,19279262918,2015
5390,00126186,삼성에스디에스,6331679124457,1554827346233,4776851778224,469830680454,2015
5391,00128555,삼천리,3543526900029,2194475699696,1349051200333,37223888439,2015
5392,00129554,갤럭시아에스엠,68686991832,18947950051,49739041781,1863773357,2015
5393,00137809,SHD,69573297914,30156487980,39416809934,1932155257,2015
5394,00138057,써니전자,41052606643,12929211168,28123395475,2079070191,2015
5395,00138279,S-Oil,10795526000000,5405609000000,5389917000000,631322000000,2015
5396,00141246,SGC이테크건설,1495405569190,1160008718148,335396851042,41751715784,2015
5397,00141529,오뚜기,1484303071758,535199373295,949103698463,104933461916,2015
5398,00145109,유한양행,1880328618143,516388705748,1363939912395,126046994757,2015
5399,00145880,현대제철,31936433537461,16416434935333,15519998602128,739166631634,2015
5400,00146296,일신석재,80302650054,27923351619,52379298435,-2587786687,2015
5401,00147222,전방,519484802933,333573461893,185911341040,-23465486641,2015
5402,00148276,제일기획,1866861901980,1066521925996,800339975984,81740960908,2015
5403,00149804,대유에이텍,754878946388,608792911931,146086034457,10013854246,2015
5404,00150828,진흥기업,530471940265,464585224599,65886715666,-42813488845,2015
5405,00151368,인터지스,528489691603,313823697194,214665994409,13165320211,2015
5406,00151395,천일고속,63067607908,13886007983,49181599925,4627904107,2015
5407,00155276,포스코케미칼,717505710640,179281052065,538224658575,32168380149,2015
5408,00159564,한국주강,70437858344,4315270895,66122587449,1356633625,2015
5409,00161046,한독,530587277444,226881694907,303705582537,-1802719896,2015
5410,00162586,한올바이오파마,117125562001,21909162623,95216399378,-7077356954,2015
5411,00162993,한일홀딩스,2150692025832,681980506783,1468711519049,64884025338,2015
5412,00163512,한진,2503676697939,1769185964905,734490733034,98694304665,2015
5413,00164788,현대모비스,37774833000000,12098593000000,25676240000000,3040049000000,2015
5414,00165583,E1,3509763919674,2273755025535,1236008894139,103521434,2015
5415,00166500,화천기계,159783819498,33533819609,126249999889,2307245334,2015
5416,00173795,신흥,136987094215,52140248981,84846845234,2874930276,2015
5417,00176914,다우기술,7156248386305,5708677753751,1447570632554,202618955024,2015
5418,00177199,디씨엠,163227897417,24648894783,138579002634,4452083524,2015
5419,00177816,대주전자재료,134905044854,81873720511,53031324343,-4878627380,2015
5420,00181712,SK,96633809000000,56556559000000,40077250000000,5821064000000,2015
5421,00193009,KH 필룩스,104529556282,37418603437,67110952845,3066227497,2015
5422,00197476,코엔텍,130554727977,33331853217,97222874760,8346739849,2015
5423,00199252,HLB,185171918099,70782178668,114389739431,10449937448,2015
5424,00219574,코스맥스비티아이,544562915579,219151097303,325411818276,10309140367,2015
5425,00225159,SNT홀딩스,2169311304718,640062213897,1529249090821,116419931110,2015
5426,00230425,나노엔텍,52687009064,14278664579,38408344485,-7471282621,2015
5427,00244455,케이티앤지,8586509523456,2351662594147,6234846929309,1046154494168,2015
5428,00252135,주성엔지니어링,307700328700,193479342821,114220985879,7699424476,2015
5429,00258689,JYP Ent.,74088718972,15273440117,58815278855,3223272695,2015
5430,00263654,오스코텍,49498623009,22580645791,26917977218,363431083,2015
5431,00273615,비케이탑스,97458769400,47792851573,49665917827,-8960481804,2015
5432,00303873,CJ CGV,1417577426757,972407246956,445170179801,52199238517,2015
5433,00360142,아이마켓코리아,1266305616445,817257183572,449048432873,49565642067,2015
5434,00372882,KTcs,346998299659,194366742142,152631557517,13533559746,2015
5435,00380429,CMG제약,56532820709,9725932819,46806887890,-3650090823,2015
5436,00401731,LG전자,36313896000000,23330409000000,12983487000000,249143000000,2015
5437,00435312,하이스틸,227177153705,105090965775,122086187930,-8473106984,2015
5438,00444329,위메이드,493478634151,78680161292,414798472859,-123916028232,2015
5439,00536523,로보스타,103310430912,64775811601,38534619311,9341915350,2015
5440,00552859,HLB테라퓨틱스,50347290780,16860986596,33486304184,-4311250046,2015
5441,00557933,진도,150834580148,61868131662,88966448486,3261986663,2015
5442,00580199,메디톡스,203552000514,90069031044,113482969470,42292784528,2015
5443,00583424,아모레퍼시픽,4443101431013,1070770670057,3372330760956,584796054551,2015
5444,00631518,SK이노베이션,31359835736000,14313499515000,17046336221000,867676735000,2015
5445,00633835,HJ중공업,5914637000000,4546048000000,1368589000000,-260925000000,2015
5446,00661847,화인베스틸,222662316394,121699950086,100962366308,1209266696,2015
5447,00838962,알서포트,55648993478,4197352374,51451641104,-2370546916,2015
5448,00842619,레고켐바이오,68440364157,25262225137,43178139020,-8237359572,2015
5449,00855163,미원화학,96403994055,13587499849,82816494206,11764307247,2015
5450,00937324,한국타이어앤테크놀로지,9496138131978,4355349929486,5140788202492,656504240787,2015
5451,01036446,서연이화,1703969083907,1092423532255,611545551652,81331743001,2015
5452,01059605,디와이파워,222371202199,129800755148,92570447051,1456100215,2015
5453,00101433,경농,316341852891,141674204931,174667647960,6980391660,2015
5454,00103006,고려제강,2425786817262,969758231657,1456028585605,18346363930,2015
5455,00103510,인지컨트롤스,472137335484,269489332344,202648003140,8714718429,2015
5456,00104388,국도화학,681283305542,250568289155,430715016387,56315040439,2015
5457,00105271,케이씨씨,8668411154310,2799757666789,5868653487521,185052520840,2015
5458,00105961,LG이노텍,3914337673220,2149282679311,1765054993909,95091926212,2015
5459,00106614,기신정기,243973939326,15144005091,228829934235,18078958680,2015
5460,00111421,휴니드테크놀러지스,164132049808,85410528820,78721520988,1168368554,2015
5461,00112378,KR모터스,157559972057,89813517323,67746454734,-16596448162,2015
5462,00113492,깨끗한나라,519111846639,315011753161,204100093478,-1409118279,2015
5463,00113526,대한항공,24180351112715,21681315971433,2499035141282,-562967287220,2015
5464,00115384,동방아그로,170104381780,46692782997,123411598783,5719595467,2015
5465,00117230,TYM,341816688857,211435229211,135196668354,2647239100,2015
5466,00118521,진원생명과학,47691246602,8252364655,39438881947,1413762887,2015
5467,00118804,동진쎄미켐,655669437054,485191935923,170477501131,19937727910,2015
5468,00120030,GS건설,13005492988073,9657468063683,3348024924390,29476718638,2015
5469,00120872,만호제강,272332303272,47882410023,224449893249,7066656864,2015
5470,00121039,명문제약,199417322526,132297800735,67119521791,-17864111663,2015
5471,00122348,방림,259201088335,80529713225,178671375110,6671419865,2015
5472,00122825,인스코비,48649996746,23270879672,25379117074,-24542797993,2015
5473,00125080,AK홀딩스,2495514992742,1593921533934,901593458808,-37443062232,2015
5474,00125521,에스엘,1548269651535,736573716207,811695935328,68859806892,2015
5475,00125576,체시스,86353573117,61319479583,25034093534,-4629990849,2015
5476,00126308,삼성엔지니어링,5630758518608,5943693511735,-312934993127,-1304348694059,2015
5477,00129387,삼화페인트공업,511933171523,224113682710,287819488813,24760312859,2015
5478,00132804,성신양회,1072795122980,767485429903,305309693077,-33989202314,2015
5479,00133511,SG세계물산,291667618338,89289748408,202377869930,1468691673,2015
5480,00135795,신도리코,929282858015,109047052309,820235805706,9354846549,2015
5481,00136402,신송홀딩스,227192888103,67179129623,160013758480,2053997951,2015
5482,00137915,에스엠코어,85673251454,28159448969,57513802485,3027018981,2015
5483,00140168,지투알,482838657672,347915148941,134923508731,11602352704,2015
5484,00142883,우신시스템,256997921626,146672498998,110325422628,15161037779,2015
5485,00143314,에이엔피,124186819523,65423085103,58763734420,-3969041565,2015
5486,00144818,유유제약,101400549721,29911537397,71489012324,-7363350835,2015
5487,00145437,아센디오,69094618585,25321910383,43772708202,-9767819991,2015
5488,00146083,일동홀딩스,705637923227,355657063972,349980859255,21330673634,2015
5489,00150244,하이트진로,3460482406084,2135882406915,1324599999169,53360071975,2015
5490,00151863,센트럴인사이트,74700733025,48061605406,26639127619,-16173400010,2015
5491,00157070,한국단자공업,703874182164,144235792524,559638389640,68887117401,2015
5492,00157399,한솔테크닉스,541196306434,282773777323,258422529111,28574582778,2015
5493,00158963,유나이티드,230508700678,58517826185,171990874493,21721432862,2015
5494,00160588,한화,145621715000000,131976049000000,13645666000000,120515000000,2015
5495,00160861,한농화성,140477979794,46448812029,94029167765,8478187667,2015
5496,00161383,한미반도체,225559495944,31598220158,193961275786,21798920484,2015
5497,00163673,한진중공업홀딩스,2646968000000,1648675000000,998293000000,-122140000000,2015
5498,00163691,유수홀딩스,464546228823,197438183129,267108045694,47475305297,2015
5499,00172936,동일산업,347524136416,31794993370,315729143046,4202747356,2015
5500,00197759,미래산업,70111791765,21859321768,48252469997,2154074157,2015
5501,00219097,BGF,1621622006432,847901835924,773720170508,152841275769,2015
5502,00227333,네패스,355858618446,217765774563,138092843883,-16324419013,2015
5503,00245472,티씨케이,103404277762,9354745308,94049532454,13166446665,2015
5504,00260392,대원전선,214471795868,133277067013,81194728855,3511450957,2015
5505,00260958,케이티알파,235756959915,33937688456,201819271459,7258295375,2015
5506,00269241,주연테크,28466994257,8641299838,19825694419,-5291995175,2015
5507,00302926,현대로템,5043947265000,3606282325000,1437664940000,-304494873000,2015
5508,00305668,새론오토모티브,245988030409,48211319916,197776710493,24779056563,2015
5509,00353878,다스코,128773588894,44249394878,84524194016,8435624190,2015
5510,00356361,LG화학,18578728000000,5475206000000,13103522000000,1148531000000,2015
5511,00357740,NHN한국사이버결제,161631760407,69432450138,92199310269,9299723780,2015
5512,00360595,현대글로비스,7478514338676,4381749162290,3096765176386,376786373554,2015
5513,00361008,HSD엔진,1406041510684,831368788555,574672722129,-125442489291,2015
5514,00369833,유니온머티리얼,145698699956,50792663986,94906035970,5078666622,2015
5515,00412597,현대홈쇼핑,1666364862184,309513831894,1356851030290,111106789301,2015
5516,00422895,세이브존I&C,527906656347,191534509130,336372147217,25728288678,2015
5517,00427483,대웅제약,944529005072,364288461134,580240543938,35673701655,2015
5518,00442835,메타랩스,114036049197,94419592877,19616456320,-36710092116,2015
5519,00480950,이아이디,78932300158,41188266106,37744034052,-2519296892,2015
5520,00481454,금호타이어,5219976570988,3959180232868,1260796338120,-67465560902,2015
5521,00500254,GS,19023008000000,10925156000000,8097852000000,509319000000,2015
5522,00520887,비상교육,235171218606,62977924230,172193294376,16872546060,2015
5523,00540641,동양고속,240378400336,108962749832,131415650504,15789173353,2015
5524,00545734,아미코젠,159843638426,49597902167,110245736259,2538479555,2015
5525,00587466,KPX홀딩스,1171162836937,272588265749,898574571188,61528344033,2015
5526,00613318,와이지엔터테인먼트,375356133225,106079889288,269276243937,23977549879,2015
5527,00683469,일진전기,735434079471,414165331640,321268747831,8334408120,2015
5528,00759513,LX하우시스,2251751000000,1374163000000,877588000000,71162000000,2015
5529,00788773,씨젠,194047539553,58744276352,135303263201,6778307142,2015
5530,00808022,메지온,103052492907,40515757345,62536735562,4222556930,2015
5531,00857480,사람인에이치알,72172002626,8007289931,64164712695,8687622529,2015
5532,00872984,이마트,14493751837603,7254388517991,7239363319612,455879563363,2015
5533,00100939,강남제비스코,522260144956,87215944805,435044200151,40256389005,2015
5534,00101044,에이프로젠제약,85221294726,17476008230,67745286496,1552630149,2015
5535,00102140,경인전자,64239944387,4616825948,59623118439,1335440146,2015
5536,00102751,고려산업,159959339339,80617320690,79342018649,5400030676,2015
5537,00105156,극동유화,187471505874,56955301262,130516204612,14487630181,2015
5538,00105280,현대그린푸드,1954105123000,486230313000,1467874810000,91455151000,2015
5539,00106395,금호전기,475649784250,294648017861,181001766389,-56359652816,2015
5540,00108977,대구백화점,623073741252,250227076515,372846664737,3420596300,2015
5541,00109824,대림통상,233526337067,114962010038,118564327029,-3720600626,2015
5542,00111111,대양금속,98535737975,86404787182,12130950793,-17855154960,2015
5543,00112165,디아이씨,585802944761,410249320652,175553624109,13499570083,2015
5544,00113243,대한제분,895425737712,238509075358,656916662354,34250578079,2015
5545,00114765,케이비아이동국실업,570697475683,388304400088,182393075595,4884977796,2015
5546,00117300,TCC스틸,376394571101,290382095053,86012476048,-110218983241,2015
5547,00118026,동원산업,1617995581633,909107787668,542283469009,7013449268,2015
5548,00118044,동원수산,93634519715,60035951780,33598567935,-675540562,2015
5549,00120021,LG,18123400000000,4815156000000,13308244000000,943775000000,2015
5550,00120508,롯데푸드,1287586330774,394979510952,892606819822,50274049652,2015
5551,00121570,문배철강,104199405752,19671932304,84527473448,5733619465,2015
5552,00124504,포스코인터내셔널,8043303770000,5622114580000,2421189190000,108577876000,2015
5553,00126201,삼성공조,244142813205,51933846329,192208966876,8402555175,2015
5554,00126487,F&F 홀딩스,333443952379,133805035509,199638916870,12440487741,2015
5555,00127167,삼영무역,302880053649,41258935765,261621117884,19018249988,2015
5556,00127857,삼익악기,408469903319,190380127003,218089776316,8132320940,2015
5557,00127954,CJ프레시웨이,758801848183,553295746658,205506101525,15473700368,2015
5558,00128980,삼호개발,234678030283,110090560968,124587469315,8188774709,2015
5559,00129271,삼화전기,128264277775,93234577808,35029699967,-4750504774,2015
5560,00129420,까뮤이앤씨,129465384784,83679257147,45786127637,5169038560,2015
5561,00129642,상신브레이크,334387253993,195048306568,139338947425,27384277518,2015
5562,00130684,서울도시가스,1436635554146,562530655380,874104898766,44785966852,2015
5563,00130879,서울식품공업,58399491361,32506718927,25892772434,1141050686,2015
5564,00131939,선도전기,135947961524,57318190884,78629770640,4259471342,2015
5565,00132868,성안,259934333875,162462016706,97472317169,-5463982505,2015
5566,00136271,신성이엔지,319042321307,256961330533,62080990774,2087585601,2015
5567,00137359,신풍제약,410730239925,215868889258,194861350667,1476677921,2015
5568,00140131,키다리스튜디오,42294542698,11951148346,30343394352,8629167031,2015
5569,00140779,영보화학,172735282779,66966234393,105769048386,8898069333,2015
5570,00141671,오리콤,193912595173,126212655337,67699939836,2787805476,2015
5571,00146454,일양약품,431625085617,220624380009,211000705608,8303620219,2015
5572,00146861,자화전자,399278574281,124376731995,274901842286,20791649198,2015
5573,00148540,CJ,23562143506000,13698687478000,9863456028000,551115547000,2015
5574,00149354,종근당홀딩스,501005738992,119764247860,381241491132,30557582142,2015
5575,00153126,크라운해태홀딩스,1121569713892,818119254798,303450459094,43214538977,2015
5576,00153524,태림포장,621990367241,248004847094,373985520147,-12334614921,2015
5577,00154329,태평양물산,611246571930,455357988713,155888583217,-17325283923,2015
5578,00154718,비츠로셀,97993819940,22545694797,75448125143,10078315002,2015
5579,00159023,SK텔레콤,28581387000000,13207291000000,15374096000000,1106761000000,2015
5580,00160843,DB하이텍,984643711741,730586220656,254057491085,126733352404,2015
5581,00161693,한샘,708545758290,333655166876,410118505985,114715974495,2015
5582,00161860,한성기업,214603274119,161180186473,53423087646,2406931694,2015
5583,00163114,서연,2595484128566,1614705533576,980778594990,94183693254,2015
5584,00163196,한일철강,342792290616,191866797595,150925493021,-12552959162,2015
5585,00164478,현대건설,19350103000000,11959465000000,7390638000000,663778000000,2015
5586,00164812,현대코퍼레이션,1503986486171,1014010939435,489975546736,147230102819,2015
5587,00165680,호텔신라,2176705186828,1432755895740,743949291088,18482064635,2015
5588,00166227,화승인더스트리,561114857952,431503165653,129611692299,21512911927,2015
5589,00166315,화신,900499508379,537143203824,363356304555,-24566392940,2015
5590,00188089,한섬,957470936564,126102699621,831368236943,72891938036,2015
5591,00226352,케이엠더블유,320605507755,260909908296,59695599459,-47815273263,2015
5592,00255619,강원랜드,3690791829727,693036624885,2997755204842,441629100500,2015
5593,00260408,팜스코,776145266782,510368621211,265776645571,10652234736,2015
5594,00274933,신세계푸드,503250776425,216106873583,287143902842,6686471854,2015
5595,00306162,상상인,786123379299,631152901625,154970477674,34021672227,2015
5596,00318316,대아티아이,102165697752,30364899391,71800798361,5178916980,2015
5597,00347734,진양화학,42532148751,12338408919,30193739832,2566987808,2015
5598,00361488,텔코웨어,119593382882,15074898628,104518484254,7786158320,2015
5599,00362238,휴비스,856589052307,459621824889,396967227418,21119900988,2015
5600,00369657,리노공업,188340682135,10190811441,178149870694,32632446441,2015
5601,00409672,티비에이치글로벌,587302248008,323305469485,263996778523,-9770097549,2015
5602,00425351,멀티캠퍼스,90882279689,25794831164,65087448525,10492708092,2015
5603,00428251,현대백화점,6160846844000,2129966969000,4030879875000,280261974000,2015
5604,00447609,비에이치,331915734672,224360368984,107555365688,8692616364,2015
5605,00453488,다이나믹디자인,335699226696,108465684930,227233541766,1363780476,2015
5606,00469799,이엔플러스,14184413487,5740802667,8443610820,685833702,2015
5607,00480455,STX엔진,933608000000,810512000000,123096000000,36441000000,2015
5608,00503668,LIG넥스원,1754273776933,1177195358715,577078418218,83022325304,2015
5609,00523307,다원시스,198994338314,66827413009,132166925305,8245573178,2015
5610,00525642,코오롱생명과학,228616423331,93174227399,135442195932,800139297,2015
5611,00531014,유진테크,201592334437,17692265256,183900069181,20109056917,2015
5612,00565154,이노션,1430474982531,806898195498,623576787033,78036780957,2015
5613,00681142,쌍방울,217372238871,40468813584,176903425287,-516868118,2015
5614,00706715,미원홀딩스,224340447358,31916229583,192424217775,30646259614,2015
5615,01032404,콜마비앤에이치,127082934769,26144636494,100938298275,1177111436,2015
5616,00101220,KG케미칼,1142452650982,678433511024,464019139958,41854915971,2015
5617,00101488,경동나비엔,402084368451,196007759547,206076608904,16751999580,2015
5618,00101628,경방,1318643312104,655690394504,662952917600,16692163219,2015
5619,00102432,계룡건설산업,1224683470759,906763334429,317920136330,16899683453,2015
5620,00103662,광명전기,131457603343,43628266920,87829336423,8891002010,2015
5621,00107066,남광토건,239239292398,199798776000,39440516398,-77030131959,2015
5622,00109718,사조대림,657031492770,407775353394,249256139376,14076790908,2015
5623,00109754,대림비앤코,281739516791,135914917959,145824598832,7896700772,2015
5624,00113544,대한화섬,516448517653,102736419520,413712098133,-15624198731,2015
5625,00113614,대현,225697005652,108449316967,117247688685,8285307283,2015
5626,00115287,동방,633221222906,533964001309,99257221597,-17170330895,2015
5627,00115612,동부건설,598763354147,528439600616,70323753531,-71529718683,2015
5628,00117337,동양,1184189631146,224213631291,959975999855,607282783579,2015
5629,00118266,DRB동일,639083095655,253964151020,385118944635,52578798633,2015
5630,00119007,무림P&P,1168025790402,621743990925,546281799477,11614835025,2015
5631,00121288,모나미,162288656301,90517308027,71771348274,5148545359,2015
5632,00121932,미원상사,231194649534,67619909412,163574740122,16970598040,2015
5633,00122481,태경비케이,182474399259,67318726271,115155672988,2761915244,2015
5634,00124780,사조씨푸드,255290592968,76543586753,178747006215,6042242894,2015
5635,00126779,삼아알미늄,188596463937,83860018455,104736445482,-3332058127,2015
5636,00127200,삼영전자공업,486762191679,23488554718,463273636961,13828335981,2015
5637,00128032,삼일제약,99311888103,44901632909,54410255194,588369390,2015
5638,00128111,포스코엠텍,204043363004,127237949664,76805413340,26168326781,2015
5639,00128227,삼정펄프,190411827827,28538812175,161873015652,7930087384,2015
5640,00129989,코스모신소재,222555115718,173900217254,48654898464,-24713789351,2015
5641,00130763,서울반도체,1136044054616,511043754968,625000299648,26771411107,2015
5642,00133706,세하,170139646539,166797085335,3342561204,-34637819152,2015
5643,00135777,신대양제지,375615481159,121617688613,253997792546,-23453091033,2015
5644,00136086,무림페이퍼,2170261009182,1574133473006,596127536176,78554397,2015
5645,00137207,유니켐,48498086687,29552655077,18945431610,1153446917,2015
5646,00139764,에넥스,126285551923,65823516477,60462035446,8463117184,2015
5647,00140946,한솔로지스틱스,90195689161,49769078979,40426610182,56236004315,2015
5648,00141404,영풍제지,114841929022,25765161322,89076767700,-5151508305,2015
5649,00141875,사조오양,282509735357,165283008195,117226727162,6090626830,2015
5650,00144395,동서,1256369403098,116289848927,1140079554171,124966403904,2015
5651,00145163,파미셀,102101332361,10756918724,91344413637,-6390211572,2015
5652,00145464,이구산업,249720598432,152772134783,96948463649,-10984730274,2015
5653,00145862,인천도시가스,334171638336,174636417172,159535221164,7158567735,2015
5654,00146649,일진홀딩스,1075919203224,620166882359,455752320865,25000940133,2015
5655,00148443,제일파마홀딩스,445166106018,203777651354,241388454664,9761370923,2015
5656,00148522,퍼스텍,203613975706,130461889031,73152086675,2528201817,2015
5657,00148939,조광피혁,196853700140,19743655374,177110044766,7480077353,2015
5658,00148984,조선내화,903697171205,302412685071,601284486134,17098740862,2015
5659,00154426,아이에이치큐,255675961419,40636103741,215039857678,3821010058,2015
5660,00155212,포스코 ICT,693941423716,362485720141,331455703575,-56259709945,2015
5661,00158307,롯데하이마트,2905213285312,1122385566695,1782827718617,106594717478,2015
5662,00158316,NICE,1242453840219,547102835385,695351004834,62915097349,2015
5663,00159209,한전기술,839120534511,438370662858,400749871653,15012059152,2015
5664,00159218,한전KPS,1033559143572,247295909042,786263234530,169935247561,2015
5665,00159254,한국전자홀딩스,217226131509,97655664716,119570466793,-8349768589,2015
5666,00159795,한국카본,347432101183,65546319520,281885781663,22691317479,2015
5667,00160418,한국프랜지공업,717080888823,441648991018,275431897805,14278251303,2015
5668,00162072,한신기계공업,91984554098,21342316917,70642237181,6302009311,2015
5669,00163345,DB,276200610518,110370380822,165830229696,13186937060,2015
5670,00164672,한일현대시멘트,505109077171,474145466996,30963610175,-10981157492,2015
5671,00172291,더존비즈온,213534002166,80758384362,132775617804,21680881118,2015
5672,00173698,신일전자,79273263656,33373348820,45899914836,-8280847720,2015
5673,00180795,인팩,189362683220,88035144642,101327538578,10628524826,2015
5674,00181943,에스제이엠홀딩스,260302123643,44067197981,216234925662,24782539326,2015
5675,00184667,유진기업,1384478068348,791692040322,592786028026,12888137141,2015
5676,00218575,황금에스티,294144484787,109753077962,184391406825,5381219921,2015
5677,00223762,지니뮤직,90517673550,30767444704,59750228846,3382864660,2015
5678,00228536,현대에버다임,285417032509,134488308410,150928724099,12145605093,2015
5679,00249247,YG PLUS,116473239327,12426657095,104046582232,-4519842740,2015
5680,00332927,제이에스코퍼레이션,158996596754,60352635715,98643961039,19594387448,2015
5681,00358271,에스에프에이,1189374519578,561566235292,627808284286,30836057321,2015
5682,00359395,헬릭스미스,70610000611,3413436138,67196564473,256981384,2015
5683,00399694,아프리카TV,68044829047,19965730226,48079098821,4144642931,2015
5684,00411048,에스앤에스텍,96314118563,30732797472,65581321091,7373238102,2015
5685,00416654,유엔젤,62111451499,9404039852,52707411647,1104040582,2015
5686,00423690,삼성출판사,155126968852,53738918772,101388050080,6724810605,2015
5687,00524421,테스,120616313739,26455121846,94161191893,12457174000,2015
5688,00525679,차바이오텍,644831253151,198267912985,446563340166,-12904658096,2015
5689,00635134,CJ제일제당,13751265058000,8366031773000,5385233285000,253666762000,2015
5690,00684714,풍산,2607569918760,1514575545563,1092994373197,51652436370,2015
5691,00815369,에스제이엠,185776445324,32280359490,153496085834,23981710741,2015
5692,00888347,휴젤,233571917075,18380437584,215191479491,35856920521,2015
5693,00992871,종근당,576286704427,261725637282,314561067145,-6772741415,2015
5694,01060744,한솔제지,1445355205662,1093646809259,351708396403,22086003199,2015
5695,00101664,경보제약,195488457256,72671306690,122817150566,26109623151,2015
5696,00102618,계양전기,211584625339,51135838930,160448786409,9581186296,2015
5697,00103626,한솔피엔에스,113295771072,69955717801,43340053271,2007212474,2015
5698,00104722,국제약품,136643777538,68184899010,68458878528,-5884458866,2015
5699,00106119,금양,165405930524,107452186341,57953744183,14474632936,2015
5700,00106313,금호건설,1310031832864,1019861433701,290170399163,-6109524574,2015
5701,00108746,큐로,276443469436,212173072730,64270396706,-15082514885,2015
5702,00109514,티웨이홀딩스,146705005365,103307116599,43397888766,2688288407,2015
5703,00111999,대원제약,194749288604,46088273702,148661014902,17333480823,2015
5704,00112022,대원화성,126841402666,62656874405,64184528261,11480285860,2015
5705,00112651,대창,539125755239,390030097250,149095657989,-50869561111,2015
5706,00112679,대창단조,195292739191,43724992521,151567746670,15753505288,2015
5707,00113207,대한전선,1552803066000,1198557985000,354245081000,-68345948000,2015
5708,00114093,덕성,97271143098,33776039216,63495103882,522423350,2015
5709,00117179,디와이,700398786636,308164591621,392234195015,16244879899,2015
5710,00117498,스틱인베스트먼트,175459923149,45836358696,129623564453,14181219200,2015
5711,00117577,오리온홀딩스,2998838792923,1472662854306,1526175938617,177107597217,2015
5712,00118965,티에이치엔,197688214136,175765595748,21922618388,-4264830240,2015
5713,00122056,미창석유공업,251659948146,35767888645,215892059501,25104675327,2015
5714,00122472,백광산업,309667229375,190522977450,119144251925,-13684823571,2015
5715,00122694,범양건영,79199448393,35726016939,43473431454,8717493515,2015
5716,00130091,샘표,257318443827,99216554007,158101889820,13969562460,2015
5717,00130383,서부T&D,878604571516,476959047684,401645523832,-13213704339,2015
5718,00132725,성보화학,107552970351,17873418553,89679551798,3265320394,2015
5719,00136457,SH에너지화학,115520725756,23874505122,91646220634,12590616741,2015
5720,00136864,신원,431379115547,244882139758,186496975789,6645135722,2015
5721,00138516,아남전자,167181556138,98581890080,68599666058,3087885230,2015
5722,00138792,아시아나항공,9292748545471,8441166163045,851582382426,-139190349102,2015
5723,00140955,한솔케미칼,521035796856,274266948587,246768848269,34294928277,2015
5724,00143794,원림,133313043952,31260245668,102052798284,5142854897,2015
5725,00145260,율촌화학,515207691713,200403714320,314803977393,13985125361,2015
5726,00145552,이수화학,1028558559092,677744816571,531796716043,-54617454138,2015
5727,00146214,일성신약,367028330629,48685746330,318342584299,98853930929,2015
5728,00146232,일성건설,257478728990,167337231003,90141497987,1924846596,2015
5729,00146269,일신방직,889516557378,210632038423,678884518955,20225274992,2015
5730,00148461,제일연마,97389005952,30580668458,66808337494,2635132484,2015
5731,00152729,광전자,240272144401,37059262152,203212882249,-5148021882,2015
5732,00154055,태원물산,43650058799,11887900429,31762158370,676101637,2015
5733,00156488,휴스틸,513959347494,120276921618,393682425876,693208031,2015
5734,00156956,한국기업평가,116535368388,23894081113,92641287275,13316865874,2015
5735,00159740,KISCO홀딩스,1407103544582,205063811538,1202039733044,78046193236,2015
5736,00161116,한라,2285444643150,1962182507556,323262135594,-114411493785,2015
5737,00161781,아난티,550967838309,269296880240,281670958069,37082825243,2015
5738,00162063,한신공영,1529444074027,1295958090960,233485983067,22171435649,2015
5739,00163761,한창제지,144766140484,102123335267,42642805217,3395424947,2015
5740,00165343,혜인,236639584749,145386673949,91252910800,-4494081163,2015
5741,00166272,화승코퍼레이션,1299508336261,1030745101838,268763234423,76993134387,2015
5742,00166573,환인제약,235050405574,28456175454,206594230120,20509660823,2015
