기업명,자산총계,부채총계,자본총계,당기순이익,연도
DSR제강,1.84285E+11,66215489550,1.18069E+11,9867097775,2015
에이프로젠 MED,86480980889,55620760330,30860220559,3391320170,2015
코오롱글로벌,1.97965E+12,1.54204E+12,4.37615E+11,-25420154354,2015
코웰패션,1.82135E+11,64502217390,1.17632E+11,10442321452,2015
지엠비코리아,4.594E+11,2.45095E+11,2.14305E+11,11951939281,2015
한국공항,3.81352E+11,1.12799E+11,2.68553E+11,8831541129,2015
롯데정밀화학,1.68423E+12,5.20645E+11,1.16358E+12,89979153082,2015
NICE평가정보,1.90109E+11,56459255366,1.3365E+11,22227496603,2015
에스원,1.39443E+12,4.14071E+11,9.80356E+11,1.55435E+11,2015
한국내화,2.01236E+11,99784421240,1.01451E+11,5181220764,2015
한화솔루션,1.38526E+13,8.92146E+12,4.93116E+12,1.80416E+11,2015
한창,67607183866,33626446547,33980737319,-635087000,2015
한국조선해양,4.94691E+13,3.4043E+13,1.54261E+13,-1.37577E+12,2015
롯데케미칼,1.14678E+13,3.91222E+12,7.55559E+12,9.90655E+11,2015
HLB글로벌,58354657250,20828233312,37526423938,216540565,2015
동화기업,1.14389E+12,5.73431E+11,5.70455E+11,49983829492,2015
모나리자,78701061118,13688090886,65012970232,4862457699,2015
화성산업,4.73477E+11,1.8753E+11,2.85947E+11,24296684687,2015
동아지질,2.59437E+11,1.21047E+11,1.3839E+11,4502068347,2015
케이티,2.93412E+13,1.71757E+13,1.21655E+13,6.31288E+11,2015
콘텐트리중앙,4.55952E+11,3.77727E+11,78224723036,19629839802,2015
케이씨,4.03859E+11,1.01004E+11,3.02855E+11,45689088382,2015
광주신세계,6.59495E+11,1.68114E+11,4.91381E+11,45901413270,2015
신세계인터내셔날,9.14201E+11,4.49405E+11,4.64796E+11,20988506132,2015
솔브레인홀딩스,7.31702E+11,2.39038E+11,4.92664E+11,80587127835,2015
카카오,3.18848E+12,6.03003E+11,2.58547E+12,78764757714,2015
CJ ENM,2.98823E+12,1.6381E+12,1.35013E+12,1.12019E+11,2015
NAVER,4.38591E+12,2.11633E+12,2.26958E+12,5.16986E+11,2015
AJ네트웍스,1.7252E+12,1.32719E+12,3.98012E+11,28991066418,2015
HLB생명과학,42698933551,16803901597,25895031954,-17040984695,2015
엘앤에프,1.6839E+11,1.09301E+11,59089213713,-4999321393,2015
유비쿼스홀딩스,2.60012E+11,55593250349,2.04419E+11,29510236150,2015
동국S&C,4.01898E+11,1.26098E+11,2.75801E+11,23750009518,2015
형지엘리트,1.88019E+11,96845293236,91174164589,23523668389,2015
컴투스,5.82148E+11,73141779493,5.09006E+11,1.25816E+11,2015
SK디앤디,7.55185E+11,5.00968E+11,2.54217E+11,20158354777,2015
이엔에프테크놀로지,2.21554E+11,75860167174,1.45694E+11,29047930652,2015
톱텍,2.09099E+11,60581004619,1.48518E+11,12647162400,2015
에코프로,2.20544E+11,1.18712E+11,1.01832E+11,189521071,2015
이월드,2.18042E+11,91703667029,1.26339E+11,-2436192733,2015
제넥신,1.42101E+11,16334241244,1.25766E+11,-1426677194,2015
에이스테크,4.92383E+11,3.48925E+11,1.43458E+11,10769637026,2015
원익머트리얼즈,2.34156E+11,31663544166,2.02493E+11,21222785409,2015
안트로젠,18487653142,1848346412,16639306730,-58309085,2015
티케이케미칼,5.50696E+11,3.1394E+11,2.36756E+11,12220611662,2015
대성에너지,6.27437E+11,3.42249E+11,2.85188E+11,13726684253,2015
토니모리,1.55576E+11,38558726897,1.17018E+11,13437508191,2015
만도,4.15981E+12,2.79405E+12,1.36576E+12,1.29574E+11,2015
덕산네오룩스,1.14214E+11,9952074018,1.04262E+11,2167492541,2015
케이씨티시,3.63554E+11,1.91533E+11,1.72021E+11,9071982622,2015
가온전선,5.20474E+11,2.57894E+11,2.6258E+11,2135800210,2015
엘에스일렉트릭,2.25167E+12,1.23698E+12,1.0147E+12,70553628426,2015
남선알미늄,2.86102E+11,1.83034E+11,1.03068E+11,14881686295,2015
남해화학,5.17179E+11,1.31563E+11,3.85616E+11,20453621161,2015
쎌마테라퓨틱스,28438164265,22304135058,6134029207,-27656403305,2015
녹십자홀딩스,2.05866E+12,7.51282E+11,1.30738E+12,1.12849E+11,2015
농심,2.41871E+12,7.72236E+11,1.64647E+12,1.17412E+11,2015
대영포장,2.10806E+11,86044062272,1.24762E+11,-7023126795,2015
대우조선해양,1.88803E+13,1.82615E+13,6.18871E+11,-2.20924E+12,2015
대원강업,1.15747E+12,6.47095E+11,5.10374E+11,26264887404,2015
대한제당,1.54168E+12,1.11681E+12,4.24867E+11,-17563816000,2015
CJ대한통운,4.50049E+12,2.12878E+12,2.37171E+12,48984004454,2015
일진머티리얼즈,4.36708E+11,2.03867E+11,2.32841E+11,-63271000000,2015
동국제약,2.74799E+11,74184569258,2.00615E+11,27226501986,2015
동남합성,68268554960,14629862382,53638692578,3459735861,2015
디티알오토모티브,1.06451E+12,3.39061E+11,7.25446E+11,74664005188,2015
알루코,4.2914E+11,2.64912E+11,1.64228E+11,19780940285,2015
디아이,1.71702E+11,56188323348,1.15514E+11,1425500392,2015
동일제강,1.4459E+11,16157450377,1.28432E+11,6577924960,2015
동화약품,3.17187E+11,87069287627,2.30118E+11,5608652157,2015
MH에탄올,78996051564,21111704093,57884347471,7778593323,2015
보령,3.30928E+11,1.34988E+11,1.9594E+11,20301086032,2015
부광약품,2.5366E+11,28506805606,2.25153E+11,25139405303,2015
대우건설,1.01521E+13,7.32138E+12,2.83068E+12,1.42037E+11,2015
대유플러스,7.84472E+11,6.77879E+11,1.06593E+11,-172926449,2015
삼양홀딩스,3.07142E+12,1.27506E+12,1.79636E+12,78016000000,2015
삼익THK,2.19306E+11,68816914569,1.50489E+11,17797666543,2015
서원,2.44994E+11,1.78299E+11,66695241967,-56664799214,2015
동원시스템즈,1.27236E+12,9.60929E+11,3.11431E+11,46100711998,2015
세원정공,6.03984E+11,77565178817,5.26419E+11,64116921217,2015
송원산업,8.46381E+11,5.29968E+11,3.16413E+11,28645000000,2015
신세계,7.91817E+12,3.85728E+12,4.06089E+12,4.33182E+11,2015
사조동아원,5.39326E+11,4.78002E+11,61324449588,-34607515779,2015
GS글로벌,8.00715E+11,5.9799E+11,2.02725E+11,-46728650355,2015
SKC,3.6882E+12,2.13189E+12,1.5563E+12,2.45594E+11,2015
영진약품,1.93695E+11,93271467724,1.00424E+11,3386324333,2015
조광페인트,2.40788E+11,74711701721,1.66077E+11,19297939489,2015
CS홀딩스,2.84933E+11,39069232917,2.45864E+11,29603865258,2015
코오롱,3.29182E+12,2.48632E+12,8.05497E+11,-75769787008,2015
참엔지니어링,6.43324E+11,6.18184E+11,25139969130,-17516365852,2015
태영건설,3.01133E+12,1.7472E+12,1.26413E+12,16561964826,2015
포스코스틸리온,4.31891E+11,2.56217E+11,1.75674E+11,7825108204,2015
POSCO홀딩스,8.04088E+13,3.53385E+13,4.50702E+13,-96181234235,2015
한국석유공업,2.40165E+11,1.10997E+11,1.29168E+11,14505590680,2015
카프로,4.37356E+11,1.7714E+11,2.60216E+11,-6053911584,2015
한국앤컴퍼니,2.66693E+12,1.00289E+11,2.56664E+12,1.72703E+11,2015
한미사이언스,9.32024E+11,3.47775E+11,5.8425E+11,1.7745E+11,2015
HDC,5.51008E+12,3.03911E+12,2.47097E+12,2.38581E+11,2015
현대엘리베이터,1.77268E+12,1.13088E+12,6.41802E+11,-5036632025,2015
현대자동차,1.65368E+14,9.84865E+13,6.68814E+13,6.50917E+12,2015
SK하이닉스,2.96779E+13,8.2902E+12,2.13877E+13,4.3236E+12,2015
한솔홀딩스,1.97414E+12,1.40555E+12,5.68585E+11,-10648079000,2015
남성,2.01741E+11,1.30746E+11,70994436829,-520743139,2015
넥센타이어,2.58087E+12,1.54683E+12,1.03405E+12,1.2712E+11,2015
일진디스플,2.21348E+11,90686718971,1.30662E+11,-23572893161,2015
SK렌터카,1.03376E+12,8.06345E+11,2.27413E+11,17141927591,2015
한솔홈데코,2.91209E+11,1.57327E+11,1.33882E+11,1492373090,2015
원익홀딩스,6.58491E+11,1.18083E+11,5.40408E+11,73014169418,2015
KT서브마린,1.60314E+11,63518024803,96795853898,4144954602,2015
다우데이타,7.45502E+12,5.91383E+12,1.5412E+12,6552581154,2015
이오테크닉스,3.72881E+11,67830829245,3.0505E+11,24700890538,2015
한라홀딩스,1.60604E+12,6.63345E+11,9.42696E+11,79677207685,2015
케이티스카이라이프,7.11294E+11,2.1785E+11,4.93444E+11,72986739961,2015
HDC랩스,2.18331E+11,58826455948,1.59504E+11,14108197196,2015
LG생활건강,4.21464E+12,2.09929E+12,2.11534E+12,4.70362E+11,2015
드림어스컴퍼니,60433973516,12377051748,48056921768,635014720,2015
SNT모티브,1.17276E+12,4.03883E+11,7.6888E+11,97385182987,2015
엘비세미콘,2.25273E+11,1.43538E+11,81735305933,-8167362811,2015
티케이지휴켐스,7.10593E+11,2.37719E+11,4.72874E+11,34222746290,2015
나스미디어,1.41733E+11,72201656204,69530970999,9916023522,2015
락앤락,7.5647E+11,1.1654E+11,6.3993E+11,12548485602,2015
세원이앤씨,3.47686E+11,2.10718E+11,1.36968E+11,4859009006,2015
KEC,3.40459E+11,1.89474E+11,1.50985E+11,523478572,2015
웅진씽크빅,4.94212E+11,2.34953E+11,2.59259E+11,13399179011,2015
진양홀딩스,5.36626E+11,1.68364E+11,3.68262E+11,5469264977,2015
인바이오젠,14558906414,6759206518,7799699896,-5686229002,2015
씨에스윈드,3.91993E+11,66308111243,3.25684E+11,21382774271,2015
컨버즈,68293125534,56149296896,12143828638,5642909506,2015
초록뱀헬스케어,16405118147,10219625555,6185492592,-7752774455,2015
KC코트렐,1.46744E+11,90667490896,56076087844,-6750936011,2015
하림,5.8317E+11,3.92058E+11,1.91112E+11,-3174858185,2015
클래시스,11904404569,1389095778,10515308791,63662100,2015
LS네트웍스,1.52108E+12,8.31198E+11,6.89886E+11,-75757415518,2015
LG디스플레이,2.25772E+13,9.8722E+12,1.2705E+13,1.02346E+12,2015
현대위아,6.68313E+12,3.51995E+12,3.16318E+12,3.26874E+11,2015
대교,8.20643E+11,1.76666E+11,6.43977E+11,46060281819,2015
KG스틸,2.89047E+12,2.88705E+12,3416215836,-48068314520,2015
동아쏘시오홀딩스,1.22352E+12,6.20877E+11,6.02642E+11,66614889420,2015
두산,3.15563E+13,2.31628E+13,8.39353E+12,-1.70081E+12,2015
네이처셀,45969748427,14282755425,31686993002,-1335361107,2015
부산산업,1.14239E+11,57647704856,56591065978,8092014401,2015
삼진제약,2.20736E+11,72672660593,1.48063E+11,27043171459,2015
삼화왕관,1.51583E+11,28685107059,1.22898E+11,9716654584,2015
SK네트웍스,8.20315E+12,5.68377E+12,2.51939E+12,73038776972,2015
오리엔트바이오,1.48765E+11,81415072034,67349822236,-1786090410,2015
조일알미늄,2.7551E+11,1.10506E+11,1.65004E+11,-5693983533,2015
진양산업,43050955859,6530142627,36520813232,5312095544,2015
태경산업,4.67026E+11,2.09667E+11,2.5736E+11,-8297534965,2015
태광산업,3.82485E+12,8.74753E+11,2.9501E+12,1.04614E+11,2015
아모레퍼시픽그룹,6.14797E+12,1.26016E+12,4.8878E+12,6.73945E+11,2015
대동전자,1.57202E+11,25595681714,1.31607E+11,284949889,2015
한국전력공사,1.75257E+14,1.07315E+14,6.79425E+13,1.34164E+13,2015
한국종합기술,2.25647E+11,1.04251E+11,1.21396E+11,1181152945,2015
두산에너빌리티,2.72601E+13,2.0234E+13,7.02611E+12,-1.7509E+12,2015
코스모화학,6.30471E+11,4.76056E+11,1.54415E+11,-1.21885E+11,2015
한국화장품제조,50200632541,15463879565,34736752976,1985114260,2015
퍼시스,4.01496E+11,48086287249,3.53409E+11,29995075156,2015
HMM,5.9425E+12,5.71387E+12,2.28635E+11,-6.80458E+11,2015
KPX케미칼,5.07601E+11,1.01E+11,4.06601E+11,35579615451,2015
한국콜마홀딩스,4.99516E+11,2.31692E+11,2.67824E+11,1043683336,2015
마니커,2.22831E+11,1.42501E+11,80329738863,-13911048750,2015
신세계건설,6.78596E+11,5.85621E+11,92975488389,15970144237,2015
신세계I&C,2.17272E+11,51107549447,1.66165E+11,6810191259,2015
한국가스공사,4.23853E+13,3.23284E+13,1.00569E+13,3.1919E+11,2015
KCI,55610968477,11443485956,44167482521,5458343404,2015
하나투어,5.04354E+11,2.87067E+11,2.17287E+11,34161708926,2015
SBS콘텐츠허브,2.23891E+11,67539172043,1.56352E+11,6073138665,2015
현대두산인프라코어,1.13832E+13,8.28022E+12,3.10296E+12,-8.59505E+11,2015
이니텍,2.16173E+11,63545703010,1.52627E+11,18676301647,2015
KTis,2.1128E+11,55486014932,1.55794E+11,15040763865,2015
일진다이아,1.41019E+11,60362248740,80656787114,10750574590,2015
대상홀딩스,2.48043E+12,1.48238E+12,9.98043E+11,52988789932,2015
노루페인트,5.72891E+11,3.01691E+11,2.712E+11,32736913263,2015
다나와,63966473091,6372946263,57593526828,6053363898,2015
코오롱인더,4.98607E+12,3.02169E+12,1.96438E+12,-1.45127E+11,2015
조선선재,89007792805,13740134102,75267658703,14560901380,2015
한미약품,1.72259E+12,9.77785E+11,7.44808E+11,1.6206E+11,2015
삼양사,1.43782E+12,7.3446E+11,7.03359E+11,51021000000,2015
한국콜마,3.44296E+11,1.23613E+11,2.20684E+11,45479278764,2015
동아에스티,1.06354E+12,5.09765E+11,5.53773E+11,48573315513,2015
한진칼,2.31505E+12,8.46538E+11,1.46851E+12,-1.93724E+11,2015
아세아시멘트,8.09317E+11,1.82684E+11,6.26633E+11,44346134836,2015
골프존,1.78132E+11,69278343432,1.08854E+11,36533154720,2015
롯데지주,4.32587E+12,1.62335E+12,2.70252E+12,36831003453,2015
경인양행,3.13039E+11,1.148E+11,1.98239E+11,10148247311,2014
광동제약,4.42528E+11,1.28132E+11,3.14396E+11,35063257322,2014
국보,91005502138,68385262756,22620239382,-6999513611,2014
미래아이앤지,48844886895,11025578042,37819308853,-18683617864,2014
윌비스,2.45278E+11,1.18392E+11,1.26886E+11,3098836132,2014
대동,7.0701E+11,4.76613E+11,2.30397E+11,5002863633,2014
DL,1.05967E+13,6.13146E+12,4.46526E+12,-4.40509E+11,2014
대한제강,7.76611E+11,4.04089E+11,3.72522E+11,-826183266,2014
대한해운,1.30069E+12,8.01814E+11,4.9888E+11,71887340576,2014
아이에스동서,1.22848E+12,7.62779E+11,4.65706E+11,50427361737,2014
동성제약,1.34264E+11,78658916773,55605218130,-10946949986,2014
동양철관,1.85811E+11,99293722293,86517597146,-12391523270,2014
대상,1.81483E+12,1.03034E+12,7.84483E+11,90020443186,2014
백산,1.63002E+11,70972376070,92029149784,-2568374919,2014
벽산,3.99993E+11,1.56772E+11,2.4322E+11,21358724933,2014
보락,51497215017,10362731373,41134483644,2079543212,2014
한국특강,5.00723E+11,4.1223E+11,88492860476,-20181680400,2014
세아제강지주,2.28503E+12,1.11034E+12,1.17469E+12,76533010296,2014
빙그레,5.78852E+11,94840417664,4.84012E+11,37567660371,2014
삼성중공업,1.71222E+13,1.15491E+13,5.57316E+12,1.4732E+11,2014
씨아이테크,28234174258,9717539019,18516635239,-3485202250,2014
삼영화학공업,1.86451E+11,66261709094,1.20189E+11,-17221807242,2014
DL건설,6.54226E+11,5.11835E+11,1.42392E+11,28817979163,2014
한익스프레스,94846279069,49249565343,45596713726,18350846144,2014
SUN&L,5.2396E+11,2.55674E+11,2.68286E+11,-1736816509,2014
세방,8.90755E+11,2.13914E+11,6.76841E+11,38927780501,2014
세아특수강,5.3011E+11,2.55329E+11,2.74781E+11,32164628406,2014
SNT중공업,9.14417E+11,2.60126E+11,6.54291E+11,2593959366,2014
세종공업,8.5881E+11,4.80132E+11,3.78678E+11,22617859481,2014
이스타코,70532658380,21838226299,48694432081,-3117001091,2014
신성통상,6.27981E+11,4.27527E+11,2.00453E+11,2150519887,2014
STX,1.255E+12,1.16134E+12,93662000000,3.86662E+11,2014
아세아제지,7.15737E+11,2.33322E+11,4.82415E+11,18590160980,2014
영원무역홀딩스,1.77479E+12,4.34397E+11,1.34039E+12,1.81666E+11,2014
웰바이오텍,61253425440,26132413901,35121011539,-6734554075,2014
영풍정밀,3.4781E+11,63586463787,2.84223E+11,9996314246,2014
영화금속,1.04415E+11,51861749361,52553722477,7226204650,2014
우성,2.75014E+11,1.00598E+11,1.74416E+11,4015014428,2014
SK가스,3.33784E+12,1.93179E+12,1.40605E+12,99106343787,2014
이연제약,1.91246E+11,35739934181,1.55506E+11,11593285506,2014
이화산업,2.68064E+11,86908988770,1.81155E+11,-2889806596,2014
조비,83262172818,54820893972,28441278846,-2255272850,2014
하이트진로홀딩스,4.01799E+12,2.92375E+12,1.09424E+12,-1.01109E+11,2014
SG글로벌,2.01184E+11,76615424304,1.24569E+11,-1488678766,2014
코리아써키트,5.42551E+11,1.45145E+11,3.97406E+11,4652410820,2014
태양금속공업,3.64384E+11,2.65064E+11,99319980356,6708399871,2014
풀무원,1.05357E+12,7.18874E+11,3.34693E+11,50537783298,2014
풍산홀딩스,6.77038E+11,1.19788E+11,5.57251E+11,44936887894,2014
하이트론씨스템즈,61769828618,17855629584,43914199034,-6216940816,2014
한국쉘석유,1.15064E+11,24481600841,90582547787,26924423582,2014
시그네틱스,2.35922E+11,61051892404,1.7487E+11,-4542963561,2014
지역난방공사,4.74158E+12,3.10845E+12,1.63313E+12,66301834199,2014
진양폴리우레탄,22024142606,6277275830,15746866776,550522694,2014
현대약품,1.47294E+11,42607776760,1.04687E+11,1468256116,2014
국동,89271398213,60632031002,28639367211,8898693644,2014
금비,2.20865E+11,90438220990,1.30427E+11,3097739281,2014
파라다이스,1.60191E+12,4.23704E+11,1.1782E+12,1.05826E+11,2014
엔케이,3.24614E+11,1.61022E+11,1.63592E+11,7879034550,2014
우진,1.76955E+11,59831646428,1.17123E+11,1909604431,2014
농우바이오,2.16354E+11,35761581670,1.80592E+11,16177277755,2014
상아프론테크,1.54764E+11,70479328689,84285158695,4048258643,2014
코미팜,1.24398E+11,71238937743,53158669423,-2149581953,2014
코아스,1.01028E+11,60348294463,40679601982,589909103,2014
신화인터텍,2.28933E+11,1.4455E+11,84382737897,7813480585,2014
대한유화,1.44042E+12,5.98304E+11,8.42117E+11,63848817809,2014
인트론바이오,34400309894,15011548325,19388761569,20530801,2014
현대리바트,3.45198E+11,1.26291E+11,2.18907E+11,26937831737,2014
SFA반도체,8.13251E+11,6.09402E+11,2.03849E+11,-29050091683,2014
KG ETS,1.69515E+11,49668390843,1.19846E+11,16183985104,2014
인터플렉스,5.80656E+11,2.69955E+11,3.107E+11,-58777621134,2014
KH바텍,5.76287E+11,3.09894E+11,2.66393E+11,24927918842,2014
에이블씨엔씨,2.30262E+11,59275084435,1.70987E+11,2856120979,2014
STX중공업,1.48644E+12,1.48868E+12,-2235394709,-1.25792E+11,2014
셀트리온,2.32239E+12,9.74604E+11,1.34778E+12,1.17482E+11,2014
효성 ITX,1.03239E+11,63986322872,39253074118,8802190992,2014
메디포스트,1.85969E+11,68631670837,1.17338E+11,-1808915022,2014
그린케미칼,1.96397E+11,80575082071,1.15821E+11,12980074315,2014
케어젠,61978670175,6962879952,55015790223,13711539068,2014
평화산업,1.61205E+11,1.0467E+11,56534916666,-2237125088,2014
갤럭시아머니트리,1.05195E+11,60057464037,45137450944,25081675513,2014
텔콘RF제약,47758587283,4549708621,43208878662,6741459069,2014
피엔티,88074885075,33399338068,54675547007,6143449695,2014
JW홀딩스,2.7942E+11,8.2299E+11,2.07756E+11,-2663935279,2014
SNT에너지,3.04512E+11,96799311809,2.07713E+11,11264252890,2014
한국화장품,91230282767,40788510274,50441772493,26331755274,2014
대성산업,1.87084E+12,1.85619E+12,14644569564,-4.12726E+11,2014
시디즈,23016886567,1207705816,21809180751,95268800,2014
선진,3.83056E+11,2.15635E+11,1.67422E+11,23418808744,2014
코스맥스,3.25702E+11,2.45167E+11,80534412410,15756824739,2014
현대코퍼레이션홀딩스,,,,,2014
KCC건설,1.12996E+12,7.4412E+11,3.85842E+11,1047447956,2014
금호에이치티,1.10806E+11,47796849138,63008983478,13452116014,2014
금호석유화학,4.4373E+12,2.79572E+12,1.64158E+12,88334747850,2014
이수페타시스,5.21616E+11,3.22989E+11,1.98627E+11,2557284614,2014
대성홀딩스,1.1902E+12,6.7166E+11,5.18538E+11,26975107414,2014
대덕,5.47317E+11,1.09338E+11,4.3798E+11,30211179857,2014
DSR,1.83846E+11,71228155416,1.12617E+11,6813827669,2014
NI스틸,1.69174E+11,96626779036,72547044180,5300100587,2014
디아이동일,9.84816E+11,4.24061E+11,5.60755E+11,4214217287,2014
LX인터내셔널,4.89683E+12,3.3316E+12,1.56523E+12,-13774775113,2014
BYC,6.08388E+11,2.42958E+11,3.6543E+11,19050210474,2014
팬오션,4.55793E+12,3.13535E+12,1.42258E+12,7.86078E+11,2014
보해양조,2.09896E+11,1.29794E+11,80101723438,4945522589,2014
부국철강,1.25858E+11,18566527796,1.07292E+11,3088988275,2014
부산주공,2.54414E+11,2.09371E+11,45043172759,206011067,2014
삼성제약,57410354072,34115464883,23294889189,-23748181059,2014
한화에어로스페이스,3.60173E+12,1.95868E+12,1.64305E+12,-1.18182E+11,2014
삼화전자공업,77076683841,67645487100,9431196741,-3758202445,2014
삼화콘덴서공업,1.08844E+11,62854043012,45990220947,-6006796734,2014
녹십자,1.33035E+12,4.09725E+11,9.20627E+11,86789122722,2014
SBS,7.98563E+11,2.58285E+11,5.40278E+11,-7417262139,2014
서흥,4.91208E+11,2.5392E+11,2.37288E+11,22173013516,2014
성문전자,51557111013,24377557530,27179553483,-1976205966,2014
성창기업지주,3.34627E+11,84894377744,2.49733E+11,-3527103315,2014
페이퍼코리아,5.04606E+11,3.42658E+11,1.61949E+11,-24315036246,2014
팜젠사이언스,42043232100,21927090780,20116141320,-4620659151,2014
신라교역,5.10384E+11,85562339138,4.24821E+11,15902118808,2014
신영와코루,3.0072E+11,28597854423,2.72123E+11,1570609851,2014
쌍용씨앤이,3.00333E+12,1.71997E+12,1.28336E+12,1.03047E+11,2014
영흥,3.42544E+11,1.70056E+11,1.72488E+11,2515424726,2014
WISCOM,1.3402E+11,15188193722,1.18832E+11,5508889996,2014
경동인베스트,1.32079E+12,7.13338E+11,6.07451E+11,75930406138,2014
유니온,1.76788E+11,46285481871,1.30502E+11,3682361809,2014
OCI,7.41871E+12,4.16323E+12,3.25549E+12,42334700000,2014
삼성물산,9.51143E+12,4.22614E+12,5.28529E+12,4.55072E+11,2014
모토닉,4.29411E+11,54070480224,3.75341E+11,17503076107,2014
평화홀딩스,4.52378E+11,2.93966E+11,1.58412E+11,-15272140725,2014
한국수출포장공업,2.92506E+11,64152323511,2.28353E+11,11255478088,2014
한국주철관공업,3.19386E+11,1.00246E+11,2.1914E+11,5060288522,2014
유니드,8.31508E+11,3.01941E+11,5.29567E+11,45705263266,2014
KC그린홀딩스,4.37509E+11,2.4341E+11,1.94099E+11,25803321,2014
KSS해운,4.94936E+11,3.10587E+11,1.8435E+11,21030045520,2014
한온시스템,3.24002E+12,1.57003E+12,1.66999E+12,2.90449E+11,2014
한세예스24홀딩스,1.12132E+12,6.75055E+11,4.46264E+11,77765540572,2014
현대미포조선,1.00637E+13,8.13712E+12,1.9266E+12,-6.79259E+11,2014
화천기공,3.30427E+11,81508723446,2.48918E+11,21339917327,2014
넥센,8.37244E+11,1.79679E+11,6.57565E+11,78942508922,2014
흥아해운,6.4924E+11,4.81837E+11,1.67403E+11,18347155735,2014
코웨이,1.62165E+12,5.82214E+11,1.03944E+12,2.49668E+11,2014
유성기업,3.77733E+11,1.10444E+11,2.67289E+11,20321850299,2014
콤텍시스템,1.16861E+11,65832787273,51028059740,-3392974105,2014
삼원강재,2.11169E+11,41653972826,1.69515E+11,14501518463,2014
한전산업,1.66929E+11,1.14874E+11,52055204609,-9925049239,2014
LG유플러스,1.20127E+13,7.83485E+12,4.17781E+12,2.27721E+11,2014
롯데관광개발,1.45287E+11,30196609448,1.1509E+11,839710429,2014
코오롱플라스틱,2.14288E+11,1.23742E+11,90546013822,1833384529,2014
이지홀딩스,1.4944E+12,1.12694E+12,3.67467E+11,17420749942,2014
에스엠,3.82685E+11,1.01103E+11,2.81582E+11,1827255300,2014
엔씨소프트,1.69883E+12,3.23232E+11,1.37559E+12,2.27519E+11,2014
KG이니시스,5.62284E+11,3.2748E+11,2.34803E+11,25691379587,2014
에스티큐브,31165885568,9704632977,21461252591,-9845736313,2014
안랩,1.88119E+11,36350362526,1.51769E+11,9043930267,2014
우진플라임,3.57473E+11,2.74728E+11,82745406585,-171513645,2014
한국정보인증,58926963272,15776922575,43150040697,3742023743,2014
한국항공우주,2.10895E+12,1.10825E+12,1.0007E+12,1.3238E+11,2014
현대바이오,32807087355,10321691530,22485395825,-3108597742,2014
현대바이오랜드,1.43161E+11,28678858833,1.14483E+11,10563491566,2014
세아홀딩스,4.14107E+12,1.82433E+12,2.31675E+12,1.64522E+11,2014
종근당바이오,1.65068E+11,43223102642,1.21845E+11,-1105050137,2014
KG모빌리언스,3.12058E+11,1.88397E+11,1.23661E+11,14967864199,2014
크리스탈지노믹스,1.06052E+11,51024326457,55027658618,-11930795907,2014
유니퀘스트,2.44004E+11,71498775874,1.72505E+11,15380262010,2014
세진중공업,5.21785E+11,3.84074E+11,1.37711E+11,17911663995,2014
대호에이엘,1.1029E+11,84721243384,25569131994,-13279488069,2014
농심홀딩스,1.03446E+12,2.94262E+11,7.40193E+11,25646282804,2014
LX세미콘,3.76383E+11,77592565634,2.98791E+11,32180648037,2014
오이솔루션,70278101656,21317261295,48960840361,11731505911,2014
고영,1.4172E+11,25885224375,1.15835E+11,22111066266,2014
LF,1.40297E+12,4.20003E+11,9.82963E+11,81064970865,2014
동성케미컬,8.09156E+11,4.3084E+11,3.78316E+11,29105338265,2014
한세실업,7.83234E+11,4.52344E+11,3.3089E+11,61612548587,2014
와이솔,2.08739E+11,1.19905E+11,88833851913,12039068866,2014
슈피겐코리아,1.44122E+11,15221967868,1.289E+11,40618408259,2014
애경케미칼,3.97609E+11,2.16223E+11,1.81386E+11,26204979241,2014
메가스터디교육,,,,,2014
씨아이에스,,,,,2014
고려아연,5.64242E+12,8.59305E+11,4.78311E+12,5.04874E+11,2014
플레이그램,31292686335,6220688668,25071997667,-10562629970,2014
국일제지,1.154E+11,84642893830,30756704390,-5623507059,2014
금강공업,7.23147E+11,4.4854E+11,2.74607E+11,23066991459,2014
기아,4.10442E+13,1.85603E+13,2.24839E+13,2.99359E+12,2014
인디에프,1.7992E+11,98702059209,81217657242,-8124873678,2014
남양유업,9.63217E+11,1.39284E+11,8.23934E+11,164294834,2014
엔피씨,3.05664E+11,1.20706E+11,1.84959E+11,26396983222,2014
태경케미컬,1.13104E+11,18439656647,94664317790,6107006743,2014
대한방직,3.64449E+11,1.93125E+11,1.71325E+11,-11525317673,2014
노루홀딩스,8.99883E+11,4.60041E+11,4.39842E+11,37093086431,2014
덕양산업,2.17037E+11,1.56229E+11,60807748604,3316905128,2014
동국제강,8.85372E+12,6.24595E+12,2.60777E+12,-2.92456E+11,2014
효성,1.36621E+13,1.07668E+13,2.89527E+12,2.9199E+11,2014
롯데칠성음료,4.09999E+12,1.78337E+12,2.31662E+12,20553075432,2014
무학,5.3423E+11,1.19165E+11,4.15065E+11,82871965890,2014
사조산업,1.21246E+12,7.82044E+11,4.30418E+11,31749441606,2014
SGC에너지,8.13321E+11,5.26446E+11,2.86875E+11,18437354729,2014
삼성에스디에스,5.54605E+12,1.33202E+12,4.21402E+12,4.34273E+11,2014
삼천리,3.65982E+12,2.34164E+12,1.31818E+12,11638694162,2014
갤럭시아에스엠,45274078148,22068570331,23205507817,-255270360,2014
